DATAFLOW,LAST UPDATE,freq,sex,isced11,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2015,22.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2016,24.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2017,21.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2018,24.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2019,26.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2020,27.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2021,29.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,PT,2022,28.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2013,17.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2014,18.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2015,16.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2016,13.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2017,11.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2018,12.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2019,10.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2020,12.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2021,10.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RO,2022,7.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2013,20.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2014,22.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2015,25.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2016,27.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2017,27.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2018,27.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2019,25.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2020,27.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2021,26.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,RS,2022,23.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2013,18.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2014,18.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2015,19.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2016,20.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2017,21.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2018,20.4,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2019,20.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2020,22.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2021,23.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SE,2022,23.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2013,26.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2014,30.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2015,29.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2016,35.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2017,38.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2018,35.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2019,35.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2020,31.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2021,34.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SI,2022,32.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2013,11.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2014,12.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2015,12.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2016,14.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2017,14.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2018,13.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2019,12.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2020,15.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2021,16.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,SK,2022,14.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2013,30.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2014,32.1,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2015,34.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2016,34.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2017,38.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2018,36.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2019,35.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y15-74,PC_UNE,TR,2020,39.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2013,4.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2014,4.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2015,3.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2016,3.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2017,3.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2018,3.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2019,3.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2020,3.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2021,4.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,AT,2022,3.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2013,5.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2014,4.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2015,4.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2016,4.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2017,4.5,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2018,3.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2019,2.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2020,3.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2021,3.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BE,2022,2.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2013,6.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2014,5.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2015,4.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2016,3.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2017,3.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2018,2.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2019,2.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2020,2.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2021,2.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,BG,2022,1.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2013,3.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2014,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2015,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2016,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2017,4.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2018,4.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2019,4.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2020,4.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2021,4.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CH,2022,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2013,14.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2014,14.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2015,13.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2016,11.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2017,10.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2018,8.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2019,7.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2020,6.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2021,6.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CY,2022,6.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2013,3.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2014,3.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2015,2.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2016,2.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2017,1.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2018,1.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2019,1.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2020,1.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2021,1.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,CZ,2022,1.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2013,2.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2014,2.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2015,2.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2016,2.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2017,1.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2018,1.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2019,1.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2020,2.5,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2021,2.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DE,2022,2.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2013,4.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2014,5.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2015,5.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2016,4.9,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2017,4.8,b
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2018,4.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2019,4.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2020,4.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2021,3.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,DK,2022,3.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2013,5.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2014,4.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2015,4.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2016,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2017,3.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2018,3.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2019,2.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2020,4.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2021,3.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EE,2022,3.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2013,22.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2014,21.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2015,21.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2016,20.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2017,19.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2018,17.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2019,15.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2020,14.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2021,13.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,EL,2022,10.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2013,17.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2014,16.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2015,15.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2016,13.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2017,11.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2018,10.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2019,9.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2020,11.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2021,10.4,d
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,ES,2022,8.8,d
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2013,4.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2014,4.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2015,5.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2016,5.5,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2017,5.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2018,4.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2019,3.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2020,4.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2021,4.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FI,2022,3.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2013,6.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2014,6.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2015,6.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2016,5.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2017,5.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2018,5.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2019,4.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2020,5.1,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2021,5.2,d
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,FR,2022,4.7,d
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2013,11.9,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2014,10.2,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2015,9.4,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2016,8.7,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2017,7.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2018,6.6,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2019,6.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2020,5.8,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2021,5.0,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HR,2022,5.3,
ESTAT:UNE_EDUC_A(1.0),20/06/23 23:00:00,A,F,ED5-8,Y20-64,PC_ACT,HU,2013,3.9,
